score,title,date,year,cites,venue,sections,n_queries_hit,topics,url,authors,abstract
10.5,"Evaluating Agentic Artificial Intelligence: A Comprehensive Survey of Metrics, Benchmarks, and Methodologies",2026-02-27,2026,1,,S7_eval,1,memory;uncertain;reinforcement;long-horizon;tool;benchmark;evaluation,https://doi.org/10.36227/techrxiv.177162480.04513202/v2,Madan Baduwal; Priyanka Paudel,"Agentic Artificial Intelligence (Agentic AI) refers to autonomous systems capable of multi-step planning, subgoal generation, tool use, adaptation, and sustained decisionmaking. As such systems are increasingly deployed in robotics, scientific discovery, software engineering, and large language model (LLM)-based agents, the need for rigorous and multidimensional evaluation has become critical. However, existing evaluation practices, largely inherited from supervised learning and short-horizon reinforcement learning, fail to capture essential agentic properties such as long-horizon coherence, robustness under uncertainty, autonomy, safety, and adaptive behavior. This survey presents a structured and comprehensive analysis of evaluation methodologies for Agentic AI. We introduce an elevendimensional taxonomy encompassing task success, output quality, planning and reasoning, decision-making under uncertainty, tooluse effectiveness, autonomy and human intervention, learning and adaptation, safety and alignment, efficiency and resource utilization, multi-agent collaboration, and long-term memory consistency. Using this taxonomy, we systematically examine the growing ecosystem of benchmarks, frameworks, and evaluation tools, highlighting how they assess agent interactions, behavioral trajectories, and long-horizon performance across reinforcement learning agents, LLM-based agents, and multi-agent systems. Building on this analysis, we identify persistent evaluation gaps, including non-determinism, limited reproducibility, benchmark overfitting, incomplete safety assessment, and insufficient longhorizon evaluation. We conclude by outlining future research directions toward standardized, interpretable, and reliabilityfocused evaluation frameworks that more accurately reflect the real-world capabilities, limitations, and risks of Agentic AI."
10.5,Bayesian-Agent: Posterior-Guided Skill Evolution Across LLM Agent Harnesses,2026-06-06,2026,0,arXiv (Cornell University),S4_revision;S6_evidence,4,belief;memory;tool,https://arxiv.org/abs/2606.08348,Xiaojun Wu; Cehao Yang; Honghao Liu,"LLM agents increasingly rely on prompts, tools, memory, SOPs, skills, and harness feedback, yet current self-evolution pipelines often update these assets through heuristic reflection or raw success counts. Such updates are brittle when trajectories are sparse, expensive, and context-dependent. We introduce Bayesian-Agent, a native and cross-harness framework that treats reusable agent skills as Bayesian evidence objects. Bayesian-Agent records verified trajectories, maintains posterior beliefs over skill reliability and failure modes, and turns those beliefs into auditable skill actions and model-facing guardrails. This posterior view provides a finite-sample alternative to raw empirical-rate skill updates and frames prompt, context, and harness engineering as inference over the external decision environment. On RealFin-Bench, Bayesian skill evolution matches or improves the raw empirical-rate control and yields large gains on native runs. In the incremental mode, incremental repair improves SOP-Bench from 80\% to 95\%, Lifelong AgentBench from 90\% to 100\%, and RealFin-Bench from 45\% to 65\%. Backend and model-scaling ablations further show that posterior-guided repair can operate across BA native, MiniSWEAgent, and Claude Code, provided the harness produces verifiable task artifacts. The source code is available at https://github.com/DataArcTech/Bayesian-Agent."
10.5,KC-Bench: A Dynamic Interactive Benchmark for Evaluating Knowledge Conflicts in LLM Agents,2026-09-03,2026,0,arXiv (Cornell University),S4_revision;S6_evidence;S7_eval,4,state;multi-turn;tool;benchmark;evaluation,https://arxiv.org/abs/2609.03588,Yaxing Lyu; Shengjie Zhou; Binbin Toh,"As LLMs increasingly act through tools, they must reconcile user instructions, parametric knowledge, and dynamic environmental observations before taking actions. We introduce KC-Bench, a controlled multi-turn benchmark for measuring this capability across world-knowledge conflicts, input inconsistencies, and multi-source temporal conflicts. Its 238 tasks are manually screened from more than 1,000 generated candidates and combine a user simulator, stateful tools, deterministic environment assertions, an open-source natural-language evaluator, and human trajectory verification. Evaluation of nine models, including DeepSeek-V4-Flash, GLM-5.2, and MiniMax-M3, shows substantial cross-domain variation: no model handles factual correction, identity consistency checking, and temporal conflict resolution reliably across all settings. In the simulated environments, missed conflicts can propagate to tool calls or synthetic protected-data flows. KC-Bench isolates this model-level behavior rather than ranking complete agent frameworks, and provides a reproducible diagnostic for developing conflict-aware reasoning and execution safeguards."
10.5,From Assumptions to Actions: Turning LLM Reasoning into Uncertainty-Aware Planning for Embodied Agents,2026-02-04,2026,0,arXiv (Cornell University),S3b_theory_of_mind;S4_revision;S6_evidence;S7_eval,4,uncertain;partially observ;benchmark,http://arxiv.org/abs/2602.04326,SeungWon Seo; SooBin Lim; Seongrae Noh,"Embodied agents operating in multi-agent, partially observable, and decentralized environments must plan and act despite pervasive uncertainty about hidden objects and collaborators' intentions. Recent advances in applying Large Language Models (LLMs) to embodied agents have addressed many long-standing challenges, such as high-level goal decomposition and online adaptation. Yet, uncertainty is still primarily mitigated through frequent inter-agent communication. This incurs substantial token and time costs, and can disrupt established workflows, when human partners are involved. We introduce PCE, a Planner-Composer-Evaluator framework that converts the fragmented assumptions latent in LLM reasoning traces into a structured decision tree. Internal nodes encode environment assumptions and leaves map to actions; each path is then scored by scenario likelihood, goal-directed gain, and execution cost to guide rational action selection without heavy communication. Across two challenging multi-agent benchmarks (C-WAH and TDW-MAT) and three diverse LLM backbones, PCE consistently outperforms communication-centric baselines in success rate and task efficiency while showing comparable token usage. Ablation results indicate that the performance gains obtained by scaling model capacity or reasoning depth persist even when PCE is applied, while PCE consistently raises the baseline across both capacity and reasoning-depth scales, confirming that structured uncertainty handling complements both forms of scaling. A user study further demonstrates that PCE produces communication patterns that human partners perceive as more efficient and trustworthy. Together, these results establish a principled route for turning latent LLM assumptions into reliable strategies for uncertainty-aware planning."
10.5,Self-Evolving World Models for LLM Agent Planning,2026-06-29,2026,0,arXiv,S3_representation,1,memory;world model;revis;long-horizon;retriev,https://arxiv.org/abs/2606.30639,Xuan Zhang; Wenxuan Zhang; See-Kiong Ng,"World models offer a principled way to equip long-horizon LLM agents with foresight: predictions of action consequences before execution. However, unreliable foresight can be ignored, misused, or even degrade downstream decision-making. In this paper, we introduce WorldEvolver, a self-evolving world model framework that revises its deployment-time context while keeping the downstream agent and all model parameters frozen. WorldEvolver integrates three modules: (i) Episodic Memory, which exploits real action transitions through retrieval-based simulation; (ii) Semantic Memory, which extracts persistent heuristic rules from prediction-observation mismatches; and (iii) Selective Foresight, which filters low-confidence predictions before integrating them into agent reasoning context. We evaluate WorldEvolver on ALFWorld and ScienceWorld, measuring world model prediction accuracy on Word2World and downstream agent success rate on AgentBoard. Extensive experiments show that WorldEvolver achieves the highest prediction accuracy across three backbones and leads other world model baselines on downstream agent success rate, demonstrating that test-time memory revision enhances both predictive fidelity and planning performance."
10.5,From Topology to Trajectory: LLM-Driven World Models For Supply Chain Resilience,2026-04-13,2026,0,arXiv,S3_representation,1,world model;reward;long-horizon;benchmark;evaluation,https://arxiv.org/abs/2604.11041,Jia Luo,"Semiconductor supply chains face unprecedented resilience challenges amidst global geopolitical turbulence. Conventional Large Language Model (LLM) planners, when confronting such non-stationary ""Policy Black Swan"" events, frequently suffer from Decision Paralysis or a severe Grounding Gap due to the absence of physical environmental modeling. This paper introduces ReflectiChain, a cognitive agentic framework tailored for resilient macroeconomic supply chain planning. The core innovation lies in the integration of Latent Trajectory Rehearsal powered by a generative world model, which couples reflection-in-action (System 2 deliberation) with delayed reflection-on-action. Furthermore, we leverage a Retrospective Agentic RL mechanism to enable autonomous policy evolution during the deployment phase (test-time). Evaluations conducted on our high-fidelity benchmark, Semi-Sim, demonstrate that under extreme scenarios such as export bans and material shortages, ReflectiChain achieves a 250% improvement in average step rewards over the strongest LLM baselines. It successfully restores the Operability Ratio (OR) from a deficient 13.3% to over 88.5% while ensuring robust gradient convergence. Ablation studies further underscore that the synergy between physical grounding constraints and double-loop learning is fundamental to bridging the gap between semantic reasoning and physical reality for long-horizon strategic planning."
10.5,GAM: Hierarchical Graph-based Agentic Memory for LLM Agents,2026-04-14,2026,0,arXiv,S3_representation;S3b_theory_of_mind;S4_revision;S6_evidence;S7_eval,6,state;memory;retriev,https://arxiv.org/abs/2604.12285,Zhaofen Wu; Hanrong Zhang; Fulin Lin,"To sustain coherent long-term interactions, Large Language Model (LLM) agents must navigate the tension between acquiring new information and retaining prior knowledge. Current unified stream-based memory systems facilitate context updates but remain vulnerable to interference from transient noise. Conversely, discrete structured memory architectures provide robust knowledge retention but often struggle to adapt to evolving narratives. To address this, we propose GAM, a hierarchical Graph-based Agentic Memory framework that explicitly decouples memory encoding from consolidation to effectively resolve the conflict between rapid context perception and stable knowledge retention. By isolating ongoing dialogue in an event progression graph and integrating it into a topic associative network only upon semantic shifts, our approach minimizes interference while preserving long-term consistency. Additionally, we introduce a graph-guided, multi-factor retrieval strategy to enhance context precision. Experiments on LoCoMo and LongDialQA indicate that our method consistently outperforms state-of-the-art baselines in both reasoning accuracy and efficiency."
10.5,"Prioritize the Process, Not Just the Outcome: Rewarding Latent Thought Trajectories Improves Reasoning in Looped Language Models",2026-02-11,2026,0,arXiv,S3_representation,1,state;credit assignment;reinforcement;reward;benchmark,https://arxiv.org/abs/2602.10520,Jonathan Williams; Esin Tureci,"Looped Language Models (LoopLMs) perform multi-step latent reasoning prior to token generation and outperform conventional LLMs on reasoning benchmarks at smaller parameter budgets. However, attempts to further improve LoopLM reasoning with reinforcement learning have failed - standard objectives such as Group Relative Policy Optimization (GRPO) only assign credit to the final latent state, creating a fundamental mismatch with the model's internal computation. To resolve this, we introduce RLTT (Reward Latent Thought Trajectories), a reinforcement learning framework which distributes reward across the full latent reasoning trajectory. RLTT provides dense, trajectory-level credit assignment without relying on external verifiers and can directly replace GRPO with negligible overhead. Across extensive experiments with Ouro-1.4B/2.6B-Thinking under identical training and inference conditions, RLTT yields statistically significant improvements over GRPO on challenging mathematical reasoning benchmarks, improving mean accuracy over MATH-500, AIME24/26, and BeyondAIME by +5.8% on the 1.4B scale, and +10.9% on the 2.6B scale. Despite being trained exclusively on mathematics, RLTT also transfers effectively to non-mathematical reasoning benchmarks, demonstrating the effectiveness of trajectory-level credit assignment for reinforcement learning in LoopLMs. Code is available at https://github.com/jonwill8/RLTT.git."
10.5,CogToM: A Comprehensive Theory of Mind Benchmark inspired by Human Cognition for Large Language Models,2026-01-22,2026,0,arXiv,S3b_theory_of_mind;S4_revision,3,belief;benchmark;evaluation,http://arxiv.org/abs/2601.15628,Haibo Tong; Zeyang Yue; Feifei Zhao,"Whether Large Language Models (LLMs) truly possess human-like Theory of Mind (ToM) capabilities has garnered increasing attention. However, existing benchmarks remain largely restricted to narrow paradigms like false belief tasks, failing to capture the full spectrum of human cognitive mechanisms. We introduce CogToM, a comprehensive, theoretically grounded benchmark comprising over 8000 bilingual instances across 46 paradigms, validated by 49 human annotator.A systematic evaluation of 22 representative models, including frontier models like GPT-5.1 and Qwen3-Max, reveals significant performance heterogeneities and highlights persistent bottlenecks in specific dimensions. Further analysis based on human cognitive patterns suggests potential divergences between LLM and human cognitive structures. CogToM offers a robust instrument and perspective for investigating the evolving cognitive boundaries of LLMs."
10.5,The Dark Room in the Reward Channel: How Dense Prediction Rewards Destroy LLM Agents under Group-Normalized RL—and What Actually Works,2026-07-23,2026,0,arXiv,S4_revision,1,state;memory;reward;long-horizon;pomdp,https://arxiv.org/abs/2607.21273,Yu Wang,"Dense per-step supervision is an appealing fix for sparse-reward long-horizon LLM agents: reward the agent for predicting its next observation, and memory should follow. We show that under group-normalized RL (GRPO), this recipe does not merely fail—it actively destroys the policy. Across three model scales (1.7B/4B/8B) on ALFWorld, a potential-based prediction reward drives every run into a degenerate absorbing state: prediction accuracy →1.0,task success →0, episode length pinned at the horizon—an empirical instantiation of the ""dark room"" pathology. We causally localize the mechanism with a single-factor rescue: removing GRPO's std-normalization (the only change) turns the same reward from catastrophic (0%) into baseline parity. In all-fail groups the normalized advantage is invariant to the shaping coefficient (Proposition 1), which jointly explains full-scale amplification and the failure of annealing. We characterize the failure across scales (non-monotonic collapse timing, joint early-warning signature, irreversibility), separate coverage/dynamics/capacity axes in a synthetic POMDP with exactly computable feature coverage, and run a controlled signal-delivery matrix: every reward-channel variant is at best neutral, while the auxiliary-loss channel gains ~20 points—and a shuffled-gold placebo matching it shows exact content–context pairing is not the active ingredient. We distill these results into a variance-profile criterion: group z-scoring amplifies a dense signal's within-group variance at saturation, so signals whose variance vanishes at mastery are structurally amplifier-safe. All endpoints are single-seed; seed replication and further controls are preregistered and in progress."
10.5,Mozi: Governed Autonomy for Drug Discovery LLM Agents,2026-03-04,2026,0,arXiv,S4_revision;S6_evidence;S7_eval,4,state;uncertain;long-horizon;tool;benchmark,http://arxiv.org/abs/2603.03655,He Cao; Siyu Liu; Fan Zhang,"Tool-augmented large language model (LLM) agents promise to unify scientific reasoning with computation, yet their deployment in high-stakes domains like drug discovery is bottlenecked by two critical barriers: unconstrained tool-use governance and poor long-horizon reliability. In dependency-heavy pharmaceutical pipelines, autonomous agents often drift into irreproducible trajectories, where early-stage hallucinations multiplicatively compound into downstream failures. To overcome this, we present Mozi, a dual-layer architecture that bridges the flexibility of generative AI with the deterministic rigor of computational biology. Layer A (Control Plane) establishes a governed supervisor--worker hierarchy that enforces role-based tool isolation, limits execution to constrained action spaces, and drives reflection-based replanning. Layer B (Workflow Plane) operationalizes canonical drug discovery stages -- from Target Identification to Lead Optimization -- as stateful, composable skill graphs. This layer integrates strict data contracts and strategic human-in-the-loop (HITL) checkpoints to safeguard scientific validity at high-uncertainty decision boundaries. Operating on the design principle of ``free-form reasoning for safe tasks, structured execution for long-horizon pipelines,'' Mozi provides built-in robustness mechanisms and trace-level audibility to completely mitigate error accumulation. We evaluate Mozi on PharmaBench, a curated benchmark for biomedical agents, demonstrating superior orchestration accuracy over existing baselines. Furthermore, through end-to-end therapeutic case studies, we demonstrate Mozi's ability to navigate massive chemical spaces, enforce stringent toxicity filters, and generate highly competitive in silico candidates, effectively transforming the LLM from a fragile conversationalist into a reliable, governed co-scientist."
10.5,MEMO: Memory-Augmented Model Context Optimization for Robust Multi-Turn Multi-Agent LLM Games,2026-03-09,2026,0,arXiv,S4_revision,1,state;memory;uncertain;revis;multi-turn;long-horizon;evaluation,http://arxiv.org/abs/2603.09022,Yunfei Xie; Kevin Wang; Bobby Cheng,"Multi-turn, multi-agent LLM game evaluations often exhibit substantial run-to-run variance. In long-horizon interactions, small early deviations compound across turns and are amplified by multi-agent coupling. This biases win rate estimates and makes rankings unreliable across repeated tournaments. Prompt choice worsens this further by producing different effective policies. We address both instability and underperformance with MEMO (Memory-augmented MOdel context optimization), a self-play framework that optimizes inference-time context by coupling retention and exploration. Retention maintains a persistent memory bank that stores structured insights from self-play trajectories and injects them as priors during later play. Exploration runs tournament-style prompt evolution with uncertainty-aware selection via TrueSkill, and uses prioritized replay to revisit rare and decisive states. Across five text-based games, MEMO raises mean win rate from 25.1% to 49.5% for GPT-4o-mini and from 20.9% to 44.3% for Qwen-2.5-7B-Instruct, using $2,000$ self-play games per task. Run-to-run variance also drops, giving more stable rankings across prompt variations. These results suggest that multi-agent LLM game performance and robustness have substantial room for improvement through context optimization. MEMO achieves the largest gains in negotiation and imperfect-information games, while RL remains more effective in perfect-information settings. All code is open-source and available here: https://github.com/openverse-ai/MEMO"
10.5,Not All Turns Matter: Credit Assignment for Multi-Turn Jailbreaking,2026-05-09,2026,0,arXiv,S5_learning,1,credit assignment;reinforcement;reward;multi-turn;long-horizon,https://arxiv.org/abs/2605.08778,Zhida He; Xiaoyu Wen; Han Qi,"Deploying LLMs in multi-turn dialogues facilitates jailbreak attacks that distribute harmful intent across seemingly benign turns. Recent training-based multi-turn jailbreak methods learn long-horizon attack strategies from interaction feedback, but often rely on coarse trajectory-level outcome signals that broadcast uniformly to every turn. However, we find that turn-level contributions in multi-turn jailbreaking are non-uniform, phase-dependent, and target-specific. Such coarse outcome supervision induces a credit assignment problem, leading to over-rewarding redundant turns in successful trajectories and under-crediting useful intermediate turns in failed ones. To address this, we propose TRACE, a turn-aware credit assignment framework for reinforcement learning (RL)-based multi-turn jailbreaking. For successful trajectories, TRACE estimates turn-level contributions via leave-one-turn-out semantic masking; for failed ones, TRACE assigns penalties based on prompt harmfulness and semantic relevance, with an additional local refusal-aware penalty. Furthermore, we reuse the attack-side credit signal for multi-turn defense alignment. Extensive experiments on open-source and closed-source targets show that TRACE achieves strong overall performance in effectiveness, transferability, and efficiency, yielding about a 25% relative improvement in attack success rate over the strongest RL baseline while also improving the safety-utility balance when reused for defense alignment."
10.5,PiCA: Pivot-Based Credit Assignment for Search Agentic Reinforcement Learning,2026-05-10,2026,0,arXiv,S5_learning,1,credit assignment;reinforcement;reward;long-horizon;benchmark,https://arxiv.org/abs/2605.09287,Dongyi Liu; Yifan Niu; Qinwen Wang,"Large Language Model (LLM)-based search agents trained with reinforcement learning (RL) have significantly improved the performance of knowledge-intensive tasks. However, existing methods encounter critical challenges in long-horizon credit assignment: (i) Reward Sparsity, where models receive only outcome feedback without step-level guidance to differentiate action quality; (ii) Isolated Credit, where credit is assigned to steps independently, failing to capture sequential dependencies; and (iii) Distributional Shift, where rewards are estimated on templates that deviate from the model's natural generative distribution. To address these issues, we propose Pivot-Based Credit Assignment (PiCA), a novel step reward mechanism that reformulates the search trajectory as a sequential process of cumulative search progress. Unlike prior isolated step rewards, PiCA defines process rewards as success probabilities dependent on the historical context based on Potential-Based Reward Shaping (PBRS). This approach identifies pivot steps, which comprise target golden sub-queries and sub-answers derived from historical trajectories, as information peaks that significantly boost the likelihood of a correct final answer. By anchoring these step rewards to the final task objective, PiCA provides dense, pivot-aware and trajectory-dependent guidance while maintaining distributional consistency. Extensive experiments show that PiCA outperforms existing strong baselines across seven knowledge-intensive QA benchmarks, achieving 15.2% and 2.2% improvements for 3B and 7B models. The consistent performance gains across various models show PiCA's robust generalization. The code is available at https://github.com/novdream/PiCA."
10.5,SKILLC: Learning Autonomous Skill Internalization in LLM Agents via Contrastive Credit Assignment,2026-05-27,2026,0,arXiv,S5_learning;S6_evidence,2,credit assignment;reinforcement;long-horizon,https://arxiv.org/abs/2605.27899,Hongxiang Lin; Zhirui Kuai; Erpeng Xue,"Structured skill prompts improve exploration in long-horizon agentic reinforcement learning (RL). Skill-augmented RL methods retain external skills at inference, while skill-internalization RL methods withdraw them during training to enable autonomous performance. However, existing internalization approaches only use skill-helpfulness contrast for curriculum control, leaving the policy update unchanged and unable to distinguish skill-dependent from autonomous success. We propose SkillC, a framework based on Contrastive Skill Credit Assignment (CSCA) that converts this contrast into a direct learning signal for internalization. \textsc{SkillC} samples paired skill-injected and skill-free rollouts for tasks from active skill types within the same policy update, and injects their task-level contrast into optimization via a dual-stream advantage estimator that preserves global ranking while applying a one-sided correction toward skill-free success. A smoothed validation-level signal further drives an adaptive curriculum over attribution strength, rollout allocation, and monotonic active-set pruning. Experiments on ALFWorld and WebShop show that, without runtime skill access, SkillC surpasses the strongest prior skill-internalization RL baseline by 5.5\% and 4.4\%, respectively, while remaining competitive with skill-augmented RL methods."
10.5,AT$^2$PO: Agentic Turn-based Policy Optimization via Tree Search,2026-01-08,2026,0,arXiv,S5_learning,1,state;credit assignment;reinforcement;reward;multi-turn;tool;benchmark,http://arxiv.org/abs/2601.04767,Zefang Zong; Dingwei Chen; Yang Yang Li,"LLM agents have emerged as powerful systems for tackling multi-turn tasks by interleaving internal reasoning and external tool interactions. Agentic Reinforcement Learning has recently drawn significant research attention as a critical post-training paradigm to further refine these capabilities. In this paper, we present AT$^2$PO (Agentic Turn-based Policy Optimization via Tree Search), a unified framework for multi-turn agentic RL that addresses three core challenges: limited exploration diversity, sparse credit assignment, and misaligned policy optimization. AT$^2$PO introduces a turn-level tree structure that jointly enables Entropy-Guided Tree Expansion for strategic exploration and Turn-wise Credit Assignment for fine-grained reward propagation from sparse outcomes. Complementing this, we propose Agentic Turn-based Policy Optimization, a turn-level learning objective that aligns policy updates with the natural decision granularity of agentic interactions. ATPO is orthogonal to tree search and can be readily integrated into any multi-turn RL pipeline. Experiments across seven benchmarks demonstrate consistent improvements over the state-of-the-art baseline by up to 1.84 percentage points in average, with ablation studies validating the effectiveness of each component. Our code is available at https://github.com/zzfoutofspace/ATPO."
10.5,From Player to Master: Enhancing Test-Time Learning of LLM Agents via Reinforcement Learning over Memory,2026-06-07,2026,0,arXiv,S5_learning,1,memory;credit assignment;reinforcement;reward;multi-turn,https://arxiv.org/abs/2606.08656,Yishuo Cai; Xingyu Guo; Xuancheng Huang,"Large language model (LLM) agents are increasingly deployed in long-running settings where improving through experience at test time becomes important. A common approach is to update an explicit memory after each interaction to guide future decisions. However, most existing methods rely on hand-designed prompting rules, making it difficult to align memory updates with downstream objectives over multi-step horizons consistently. We propose MemoPilot, a plug-in memory copilot that explicitly trains the memory update process to improve a frozen LLM's performance across sequential interactions. We formulate memory updating as a multi-turn decision problem and optimize it end-to-end with multi-turn GRPO. Our training recipe introduces (i) a turn-wise reward signal and (ii) a context-independent, turn-level advantage estimation across rollouts, enabling finer-grained credit assignment and more stable training in multi-turn settings. We evaluate MemoPilot on two testbeds: multi-round Rock-Paper-Scissors (RPS) and Limit Texas Hold'em (LHE). Across both environments, MemoPilot substantially improves test-time learning of a frozen player over strong baselines, ranking first in Elo ratings on both games (1762 on LHE and 1590 on RPS) and outperforming all baseline memory methods and proprietary models, including DeepSeek-V3.2."
10.5,STAPO: Selective Trajectory-Aware Policy Optimization for LLM Agent Training,2026-07-06,2026,0,arXiv,S5_learning,1,state;uncertain;reinforcement;reward;long-horizon,https://arxiv.org/abs/2607.04963,Qiuyi Qi; Tian Liang; Mutian Bao,"Reinforcement Learning (RL) is the dominant paradigm for training Large Language Model (LLM) agents on long-horizon tasks. However, sparse and delayed rewards often lead to trajectory neglect, in which agents lose focus on the task goal and interaction history at intermediate steps. Prior work has explored step-level supervision using Shannon-entropy-based uncertainty signals, which conflate inherent state complexity with agent confidence and therefore provide unreliable estimates of decision reliability. To address this issue, we propose normalized entropy, which measures confidence deviations relative to an agent's average behavior under a given state, thereby strengthening the association between low-quality actions and trajectory neglect. Building on this insight, we introduce Selective Trajectory-Aware Policy Optimization (STAPO), a hierarchical group-based RL framework. STAPO leverages normalized entropy to locate outlier steps associated with trajectory neglect and optimizes them via a joint mechanism of trajectory-aware reward and trajectory-independent penalty, enhancing trajectory awareness while preserving training stability. Extensive experiments on ALFWorld, WebShop, and Search-Augmented QA demonstrate that STAPO achieves state-of-the-art performance while substantially alleviating trajectory neglect, validating its effectiveness and robustness for agentic tasks."
10.5,SocialRL: Refining LLMs' Social Intelligence through Multi-turn Reinforcement Learning and Reward Design,2026-09-09,2026,0,arXiv,S5_learning,1,reinforcement;reward;multi-turn;long-horizon;benchmark,https://arxiv.org/abs/2609.09764,Jianing Wang; Xintao Wang; Aili Chen,"Social intelligence enables agents to read social context, infer intent, and adapt over sustained dialogue. As language models become autonomous collaborators, it is central to building effective and trustworthy human-AI interaction. Existing reinforcement learning methods optimize single-turn utterances and sparse outcome rewards, producing short-sighted policies that struggle to manage goal-relationship tensions across multi-turn interactions. We propose SocialRL, a multi-turn reinforcement learning framework addressing both challenges. First, we apply multi-turn reinforcement learning using PPO that propagates delayed outcome rewards back to each turn, enabling long-horizon planning. Second, we design six process reward dimensions capturing the goal-relationship trade-off, including goal advancement, relational attunement, contextual coherence, etc. A reward model dynamically generates fine-grained scoring criteria for each dimension, while a stage-aware weight schedule prioritizes relationship-building in early turns, goal advancement mid-way, and balanced closure late. Across multiple social-dialogue benchmarks, SocialRL improves Goal Achievement by an average of 9.2 percentage points over the corresponding Base models. These results demonstrate the effectiveness of SocialRL across synthetic and real social scenes, as well as standard and challenging social scenarios."
10.5,AMemGym: Interactive Memory Benchmarking for Assistants in Long-Horizon Conversations,2026-03-02,2026,0,arXiv,S7_eval,1,state;memory;long-horizon;benchmark;evaluation,http://arxiv.org/abs/2603.01966,Cheng Jiayang; Dongyu Ru; Lin Qiu,"Long-horizon interactions between users and LLM-based assistants necessitate effective memory management, yet current approaches face challenges in training and evaluation of memory. Existing memory benchmarks rely on static, off-policy data as context, limiting evaluation reliability and scalability. To address these gaps, we introduce AMemGym, an interactive environment enabling on-policy evaluation and optimization for memory-driven personalization. AMemGym employs structured data sampling to predefine user profiles, state-dependent questions, and state evolution trajectories, enabling cost-effective generation of high-quality, evaluation-aligned interactions. LLM-simulated users expose latent states through role-play while maintaining structured state consistency. Comprehensive metrics based on structured data guide both assessment and optimization of assistants. Extensive experiments reveal performance gaps in existing memory systems (e.g., RAG, long-context LLMs, and agentic memory) and corresponding reasons. AMemGym not only enables effective selection among competing approaches but also can potentially drive the self-evolution of memory management strategies. By bridging structured state evolution with free-form interactions, our framework provides a scalable, diagnostically rich environment for advancing memory capabilities in conversational agents."
10.5,Crisis-Bench: Benchmarking Strategic Ambiguity and Reputation Management in Large Language Models,2026-01-09,2026,0,arXiv,S7_eval,1,state;partially observ;pomdp;benchmark;evaluation,https://doi.org/10.48550/arxiv.2601.05570,Cooper Lin; Maohao Ran; Yanting Zhang,"Standard safety alignment optimizes Large Language Models (LLMs) for universal helpfulness and honesty, effectively instilling a rigid ""Boy Scout"" morality. While robust for general-purpose assistants, this one-size-fits-all ethical framework imposes a ""transparency tax"" on professional domains requiring strategic ambiguity and information withholding, such as public relations, negotiation, and crisis management. To measure this gap between general safety and professional utility, we introduce Crisis-Bench, a multi-agent Partially Observable Markov Decision Process (POMDP) that evaluates LLMs in high-stakes corporate crises. Spanning 80 diverse storylines across 8 industries, Crisis-Bench tasks an LLM-based Public Relations (PR) Agent with navigating a dynamic 7-day corporate crisis simulation while managing strictly separated Private and Public narrative states to enforce rigorous information asymmetry. Unlike traditional benchmarks that rely on static ground truths, we introduce the Adjudicator-Market Loop: a novel evaluation metric where public sentiment is adjudicated and translated into a simulated stock price, creating a realistic economic incentive structure. Our results expose a critical dichotomy: while some models capitulate to ethical concerns, others demonstrate the capacity for Machiavellian, legitimate strategic withholding in order to stabilize the simulated stock price. Crisis-Bench provides the first quantitative framework for assessing ""Reputation Management"" capabilities, arguing for a shift from rigid moral absolutism to context-aware professional alignment."
10.5,Mind the Perspective: Let's Reason Recursively for Theory of Mind,2026-06-10,2026,0,arXiv,S3b_theory_of_mind,2,belief;state;benchmark,https://arxiv.org/abs/2606.11724,Chao Lei; Guang Hu; Meng Yang,"Theory of Mind (ToM) reasoning requires inferring agents' beliefs from partial and asymmetric observations, which remains an open challenge for LLMs. Existing prompting-based approaches improve ToM reasoning through observable-event filtering or temporal belief chains, without explicitly modeling nested beliefs. We introduce RecToM, an inference-time framework for ToM reasoning that models nested beliefs via recursive perspective construction. RecToM constructs each character perspective from the preceding character perspective along the character chain specified by the question, reducing higher-order belief questions to actual-world questions within the final constructed perspective. We further provide a KD45 analysis showing that RecToM's perspective construction induces a well-formed belief modality beyond simple event filtering. Experiments on ToM benchmarks, including Hi-ToM, Big-ToM, and FanToM, across multiple LLM backbones show that RecToM consistently outperforms recent advanced approaches, achieving state-of-the-art performance. Notably, RecToM reaches 100\% accuracy on Hi-ToM with GPT-5.4 and Qwen3.5, a benchmark requiring higher-order ToM reasoning."
