arxiv_id,date,title_short,decision,who_maintains_belief,credited_object,revision_signal,belief_level_metrics,survey_section,role_in_survey,note,bibkey,first_author,title
2609.03834,2026-09-03,Semantic Bayesian World Models,include,external Bayesian filter,belief state,Bayesian conditioning on observations; ontological axioms as priors,no,3;8,vision paper: beliefs over knowledge graphs as agent world model; calibration and belief exchange protocols,"Proposes SBWMs where RDF knowledge graphs carry belief annotations, axioms constrain priors, observations update by Bayesian conditioning and actions intervene; lists needed infrastructure (RDF 1.2 belief annotation, probabilistic entailment, semantic calibration layers). Position paper, no experiments.",soru2026semantic,Tommaso Soru,Semantic Bayesian World Models
2606.31916,2026-06-30,NCP-ToM belief induction,exclude(theory-of-mind: inducing beliefs in other agents via actions; not own-state maintenance or credit assignment),n/a,n/a,n/a,n/a,n/a,n/a,NCP-ExploreToM: 600 tasks where models act to induce target belief states in characters; GPT-5 ~80% success.,slater2026theory,Ben Slater,Theory of Mind and Persuasion Beyond Conversation: Assessing the Capacity of LLMs to Induce Belief States via Planning and Action
2606.12780,2026-06-11,ProPlay,include,learned world model,step/trajectory,post-episode graph refinement from environment feedback; reliability records per transition,partial (transition reliability estimates),3;5;6,procedural world model with per-transition reliability updated from outcomes; preplay as belief-guided planning,Abstracts successful trajectories into a procedure graph whose transitions carry reliability-record embeddings; simulates procedural paths before each episode as soft guidance and refines the graph afterwards. Numbers not given in abstract.,ma2026proplay,Yijun Ma,ProPlay: Procedural World Models for Self-Evolving LLM Agents
2605.16205,2026-05-15,CAGE-2 compound agent design,include,external memory,n/a,deterministic state-tracking layer with compressed history,no,3;4;7,empirical case that programmatic state abstraction beats deliberation in an adversarial POMDP; deliberation cascade failure,"3,475 CybORG CAGE-2 episodes across six models and twelve configurations with token-level cost accounting; programmatic state abstraction improves mean return by up to 76% over raw observations, while distributing deliberation tools across a hierarchy yields up to 3.4x worse return.",bogdanov2026context,Igor Bogdanov,"Context, Reasoning, and Hierarchy: A Cost-Performance Study of Compound LLM Agent Design in an Adversarial POMDP"
2601.10349,2026-01-15,SuS strategy-aware surprise,include,context (free-form trace),output,surprise residual (pre-post prediction mismatch relative to strategy representation),no,5,"surprise as intrinsic reward for LLM RL; tangential (math reasoning, no environment state)","Combines Strategy Stability and Strategy Surprise as learned-weighted intrinsic rewards for LLM math reasoning; +17.4% Pass@1 and +26.4% Pass@5 over baselines, each component ablation costs at least 10%.",kashirskiy2026sus,Mark Kashirskiy,SuS: Strategy-aware Surprise for Intrinsic Exploration
2607.10814,2026-07-12,Auditing belief-conditioned Werewolf agents,include,external memory,belief state,logged per-turn belief updates,yes (action-belief consistency ~0.21; good-side win rate),3;4;7,auditable external belief state as evaluation object,"Tracks an explicit external belief state per agent in 9-player Werewolf with information isolation, logging every update for replay; active-belief condition raised good-side win rate from 0.205 to 0.390 over 1,080 games but action-belief consistency stayed ~0.21.",gao2026auditing,Yuan Gao,Auditing Belief-Conditioned LLM Agents in Hidden-Information Social Deduction Games
2607.16229,2026-06-24,FinBench calibration benchmark,include,n/a,output,none,partial (Brier and Winkler interval scores; no belief-state tracking),7;8,calibration benchmark for financial forecasting agents,"Time-gated benchmark requiring probability of positive return plus 80% prediction intervals, scored with proper scoring rules against baselines; pilot is one trading day, three assets, 33 forecasts.",ghosh2026finbench,Rishab Ghosh,FinBench: Time-Gated Calibration and Uncertainty Benchmarking for Agentic Financial Forecasting
2605.00425,2026-05-01,AEM adaptive entropy modulation,include,context (free-form trace),step/trajectory,response-level surprisal x advantage,no,5,entropy-based step credit without extra supervision,"Modulates entropy at the response (turn) level rather than token level, showing entropy drift is driven by the interaction of advantage sign and response surprisal; gains on ALFWorld, WebShop and SWE-bench-Verified for 1.5B-32B models.",zhao2026aem,Haotian Zhao,AEM: Adaptive Entropy Modulation for Multi-Turn Agentic Reinforcement Learning
2608.01667,2026-08-03,TCPO turn-level credit,include,context (free-form trace),action/turn,verifier score-to-credit conversion; high-surprisal counterfactual turns,no,5,score-to-credit conversion for verifier-guided multi-turn RL,"Builds turn advantages from retrospective credit vs best prior state, hindsight delayed credit for non-improving turns with later payoff, and fixed-history counterfactual estimation on high-surprisal turns; best or tied-best best-turn Pass@8 on Qwen3-4B and R1-Distill-Llama-8B including AppWorld.",liao2026tcpo,Sicong Liao,TCPO: Turn-Level Credit Policy Optimization
2603.08754,2026-03-07,HCAPO hindsight critic,include,context (free-form trace),step/trajectory,post-hoc LLM critic refinement,no,5,LLM-as-hindsight-critic step credit,Uses the policy LLM itself as a post-hoc critic to refine step-level evaluations under sparse reward; +7.7% success on WebShop and +13.8% on ALFWorld over GRPO with Qwen2.5-7B-Instruct.,tan2026hindsight,Hui-Ze Tan,Hindsight Credit Assignment for Long-Horizon LLM Agents
2604.03098,2026-04-03,Self-Guide internal reward co-evolution,include,model-written,step/trajectory,self-generated guidance as internal reward,no,5,internal reward co-evolved with policy,Self-Guide has the agent write guidance that serves both as inference-time steering and as step-level reward; joint GRPO optimisation of policy and internal reward gives ~8% over environment-reward-only training on three agent benchmarks.,wang2026coevolution,Xinyu Wang,Co-Evolution of Policy and Internal Reward for Language Agents
2606.15862,2026-06-14,RetailBench (June version),exclude(duplicate of 2603.16453; same benchmark and first author with retitled abstract),n/a,n/a,n/a,n/a,n/a,n/a,Appears to be a re-posted or revised RetailBench paper (Linghua Zhang); screen 2603.16453 instead and cite whichever the authors designate as canonical.,zhang2026retailbench,Linghua Zhang,RetailBench: Benchmarking long horizon reasoning and coherent decision making of LLM agents in realistic retail environments
2603.16453,2026-03-17,RetailBench long-horizon retail POMDP,include,context (free-form trace),n/a,none,partial (behavioural analysis of evidence acquisition and policy consistency; no belief probing),6;7,long-horizon POMDP benchmark exposing evidence-acquisition failures,"Retail management cast as a partially observable decision process with thousand-day-scale simulation; seven LLMs over a 180-day horizon, only a subset survive, all well behind a privileged oracle, with failures attributed to incomplete evidence acquisition and inconsistent long-horizon policy.",zhang2026retailbenchx,Linghua Zhang,RetailBench: Evaluating Long-Horizon Autonomous Decision-Making and Strategy Stability of LLM Agents in Realistic Retail Environments
2605.15343,2026-05-14,Belief Engine stance dynamics,include,probabilistic memory,belief state,log-odds update with evidence uptake and prior anchoring,yes (reconstruction of human stance trajectories on DEBATE),3;4;7,explicit scalar belief with inspectable update rule,Extracts arguments into structured memory and updates a scalar stance via a log-odds rule parameterised by evidence uptake and anchoring; reproduces participant stance shifts on the DEBATE dataset across several base LLMs and isolates cases where final stance diverges from evidence.,yang2026belief,Joshua C. Yang,Belief Engine: Configurable and Inspectable Stance Dynamics in Multi-Agent LLM Deliberation
2604.11041,2026-04-13,ReflectiChain world-model supply chain,include,learned world model,step/trajectory,latent trajectory rehearsal; reflection-on-action,no,3;5,generative world model for rehearsal plus test-time retrospective RL,"Couples a generative world model (latent trajectory rehearsal) with reflection-in-action and delayed reflection-on-action, plus retrospective agentic RL at deployment; on Semi-Sim reports 250% higher average step reward than strongest LLM baseline and Operability Ratio from 13.3% to over 88.5%.",luo2026topology,Jia Luo,From Topology to Trajectory: LLM-Driven World Models For Supply Chain Resilience
2605.28850,2026-05-16,Representation signatures in trading agents,include,context (free-form trace),output,structured risk feedback,partial (representation-drift early-warning signatures; no explicit belief state),4;7,representation-level drift diagnostics for finance agents,"On TradeArena, planning embeddings drift and plan-risk representations separate stable from deteriorating regimes before trading failures, consistent across eight LLM variants; risk feedback improves alignment without retraining, and agents rationalise correlated exposures rejected by risk systems.",xue2026representation,Weicheng Xue,Representation Signatures and Risk-Feedback Alignment in LLM Trading Agents
2609.01526,2026-09-01,EvoSCM causal belief revision,include,model-written,belief state,prediction-observation discrepancy distilled into correction rules,yes (explanation and prediction accuracy on DiscoverPhysics),3;4;6,explicit SCM population revised by experiments,"Maintains a population of competing structural causal models; each round abduces mechanisms, designs discriminative interventions, commits to falsifiable predictions, and distils discrepancies into correction rules that revise structure and mechanisms; improves discovery over baselines on DiscoverPhysics.",zhao2026evoscm,Qing Zhao,EvoSCM: Scientific Belief Revision Through Causal Model Evolution and Experimentation
2605.08778,2026-05-09,TRACE turn credit for jailbreaking,include,context (free-form trace),action/turn,leave-one-turn-out semantic masking,no,5,counterfactual turn-level credit (adversarial setting),"Estimates turn contributions in successful trajectories by leave-one-turn-out masking and penalises failed ones by harmfulness, relevance and refusal signals; ~25% relative ASR gain over strongest RL baseline and reused for defence alignment.",he2026turns,Zhida He,Not All Turns Matter: Credit Assignment for Multi-Turn Jailbreaking
2605.09287,2026-05-10,PiCA pivot-based credit,include,context (free-form trace),step/trajectory,pivot-step potential-based shaping,no,5;6,trajectory-dependent step reward for search agents,"Defines step rewards as history-conditioned success probabilities via potential-based reward shaping, identifying pivot steps (golden sub-queries and sub-answers) as information peaks; +15.2% (3B) and +2.2% (7B) across seven QA benchmarks.",liu2026pica,Dongyi Liu,PiCA: Pivot-Based Credit Assignment for Search Agentic Reinforcement Learning
2607.04963,2026-07-06,STAPO trajectory-neglect steps,include,context (free-form trace),step/trajectory,normalized-entropy outlier steps,no,5,entropy-located outlier steps with trajectory-aware reward,"Uses normalized entropy to locate outlier steps where the agent loses track of goal and history (trajectory neglect), then applies a trajectory-aware reward and trajectory-independent penalty; SOTA on ALFWorld, WebShop and search-augmented QA.",qi2026stapo,Qiuyi Qi,STAPO: Selective Trajectory-Aware Policy Optimization for LLM Agent Training
2608.05446,2026-08-05,EvoHarness-RL learned harness state,include,external memory,action/turn,learned read/update/consolidate policy over Belief-Progress-Experience state,partial (harness-call frequency and annealing dynamics; no belief accuracy),3;5;6,trainable policy over external belief/progress/experience workspace,"Exposes Belief, Progress and Experience as policy-facing external harness state; supervised harness fine-tuning then cost-aware GRPO learns when to read, update and consolidate; 96.9% ALFWorld success with Qwen3-8B, with harness annealing (fewer calls over training) and harness evolution.",ning2026evoharness,Xuying Ning,EvoHarness-RL: Learning Self-Evolving Runtime Harness for Long-Horizon LLM Agents
2605.14498,2026-05-14,GroupMemBench multi-party memory,include,external memory,n/a,none,partial (information-update accuracy 27.1%; speaker-grounded belief tracking questions),3;7,benchmark for per-speaker belief tracking in group memory,"Graph-generated multi-party dialogues with questioner-specific queries across six categories including information updates and abstention; best memory system reaches 46.0% average, 27.1% on information updates, and BM25 retrieval rivals most memory frameworks.",yang2026groupmembench,Jingbo Yang,GroupMemBench: Benchmarking LLM Agent Memory in Multi-Party Conversations
2606.28524,2026-06-26,Developmental ToM in transformers,exclude(pretraining-dynamics study of false-belief tasks in base LMs; not agent state maintenance or credit assignment),n/a,n/a,n/a,n/a,n/a,n/a,Tracks false-belief and situation-model accuracy across Olmo2/Pythia checkpoints; could be cited in passing for fragility of internal belief attribution but off-scope for agents.,riviere2026developmental,Pamela D. Riviere,Developmental Trajectories of Situation Modeling and Mentalizing in Transformer Language Models
2601.16087,2026-01-22,External affective state dynamics,include,external memory,n/a,exponential smoothing or momentum update of VAD state,no,3,minimal example of explicit external state with dynamics injected into generation,"Keeps a continuous Valence-Arousal-Dominance state outside the LLM, updated by first- or second-order rules from a memoryless estimator and injected into prompts; over a 25-turn protocol stateless agents fail to recover while persisted state gives coherent trajectories with inertia/hysteresis trade-off.",subaharan2026controlling,Sukesh Subaharan,Controlling Long-Horizon Behavior in Language Model Agents with Explicit State Dynamics
2602.10743,2026-02-11,Kalman Linear Attention,exclude(architecture-level Bayesian-filter sequence mixer; no agent-level belief or credit assignment),n/a,n/a,n/a,n/a,n/a,n/a,Information-form Kalman filter as an associative scan giving a parallel layer with explicit uncertainty; possible pointer for Section 8 on Bayesian primitives inside the model but not an agent paper.,shaj2026kalman,Vaisakh Shaj,Kalman Linear Attention: Parallel Bayesian Filtering For Efficient Language Modelling and State Tracking
2604.02733,2026-04-03,DeltaLogic minimal-edit revision,include,context (free-form trace),output,minimal premise edit,yes (revision accuracy vs initial accuracy),4;7,benchmark isolating belief revision from static reasoning,"Converts reasoning examples into revision episodes: initial conclusion, minimal premise edit, then judge whether the conclusion should stay or change; on Qwen and Phi models one model scores 66.7% initial but 46.7% revision accuracy, showing revision does not track static competence.",dhanda2026deltalogic,Amit Dhanda,DeltaLogic: Minimal Premise Edits Reveal Belief-Revision Failures in Logical Reasoning Models
2603.11011,2026-03-11,Task-aware delegation cues,exclude(human-agent delegation protocol built from Chatbot Arena clusters; no belief state or credit assignment),n/a,n/a,n/a,n/a,n/a,n/a,Derives task-conditioned capability and coordination-risk cues for routing decisions; tangential to Section 6 tool routing but no belief maintenance mechanism.,gu2026taskaware,Xingrui Gu,Task-Aware Delegation Cues for LLM Agents
2601.09667,2026-01-14,MATTRL test-time multi-agent RL,include,external memory,action/turn,turn-level credit for experience pool construction,no,5,turn-level credit assignment for textual experience reinjection,"Multi-expert deliberation retrieves and reinjects textual test-time experience; ablates credit-assignment schemes for building a turn-level experience pool; +3.67% over multi-agent baseline and +8.67% over single-agent across medicine, math and education.",hu2026collaborative,Zhiyuan Hu,Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning
2603.21663,2026-03-23,TAMTRL,include,model-written,step/trajectory,teacher likelihood of memory update,partial (per-turn memory reward via teacher probability),3;5,dense per-turn credit for written memory updates,Fixed-length natural-language memory M_t rewritten per document chunk; per-turn reward R_t = normalized teacher probability (same LLM with filtered relevant content) times binary final-outcome reward. Qwen3-1.7B: 43.21% avg over seven long-context benchmarks vs MemAgent 40.23%.,wang2026tamtrl,Li Wang,TAMTRL: Teacher-Aligned Reward Reshaping for Multi-Turn Reinforcement Learning in Long-Context Compression
2605.02178,2026-05-04,T2PO,include,context (free-form trace),action/turn,token-level entropy/confidence plateau,partial (turn-level uncertainty statistic),4;5;6,uncertainty-triggered exploration control in multi-turn RL,Hybrid token uncertainty M_t = a*entropy + (1-a)*(1-confidence); forced </think> when trailing-window change < eps; turn resampled when |Phi_k - Phi_{k-1}| < eta. WebShop Qwen3-4B: 81.64% success vs GiGPO 73.83%; ALFWorld +8-12 points across categories.,wang2026t2po,Haixin Wang,T²PO: Uncertainty-Guided Exploration Control for Stable Multi-Turn Agentic Reinforcement Learning
2603.22293,2026-03-11,TIPS,include,context (free-form trace),action/turn,teacher answer-likelihood gain,partial (information potential per turn),5;6,potential-based turn reward for search agents,Dense turn-level reward for each reasoning+tool-call segment equals the increase in teacher-model likelihood of the correct answer (potential-based shaping). Qwen-2.5 7B: +11.8% EM over PPO across seven QA benchmarks.,xie2026tips,Yutao Xie,TIPS: Turn-Level Information-Potential Reward Shaping for Search-Augmented LLMs
2608.28128,2026-08-28,VICT,include,evaluator-side oracle,action/turn,verifier atom proof edges,no,5;7,verifier-structure-based credit tracing,Decomposes verifier into atoms; write/reveal/commit/violation witness predicates create proof edges from actions to atoms; leave-one-out atom marginals redistributed only along proof edges and clipped into GRPO advantage. ALFWorld Qwen2.5-7B 93.7% vs GRPO 77.6%; WebShop 83.6% vs 66.1%.,li2026vict,Pengcheng Li,VICT: Verifier-Instrumented Credit Tracing for Long-Horizon LLM Agent Reinforcement Learning
2603.29206,2026-03-31,RIDE,exclude(mechanistic probe of routing meta-prompts on internal activation density; no agent belief/state or credit assignment),n/a,n/a,n/a,n/a,n/a,n/a,Controlled intervention with routing-style meta prompts on frozen 7-8B models; finds densification rather than sparsification and weak link to output stability.,zhang2026route,Dianxing Zhang,Route-Induced Density and Stability (RIDE): Controlled Intervention and Mechanism Analysis of Routing-Style Meta Prompts on LLM Internal States
2605.20833,2026-05-20,MemGym,include,external memory,n/a,none,partial (memory-isolated score deltas),3;7,long-horizon agent memory benchmark,"Five tracks (tau2-bench, SWE-Gym, WebArena-Infinity, MemGym-DR, MemGym-CodeQA) with memory module wrapping prompts; memory-isolated score = paired delta with reasoning model held fixed. Memory gives ~0 on SWE-Gym but +8.7 pts on tau2-bench and +4.3 on WebArena; 1717 configurations.",xu2026memgym,Wujiang Xu,MemGym: a Long-Horizon Memory Environment for LLM Agents
2605.17641,2026-05-17,CMI,include,external memory,belief state,counterfactual answer-score intervention,partial (utility and stability per memory),3;4;6,causal selection of memories over relevance,Each candidate memory scored under no-memory / with-memory / perturbed-memory conditions; kept only if Utility>0 and Stability>=0. On Causal-LoCoMo: useful-F1 0.875 vs 0.486 (reflection) and poisoned-memory adoption 0.000 vs 0.540.,srivastava2026causal,Saksham Sahai Srivastava,Causal Intervention-Based Memory Selection for Long-Horizon LLM Agents
2603.23638,2026-03-24,EnterpriseArena,include,context (free-form trace),n/a,none,partial (observation-tool allocation analysis),6;7,long-horizon finance benchmark with observation-budget failure mode,"132-month FinTech lending simulator with capped 20 observation tool calls per step; 23 LLMs x 4 frameworks, only 15.4% of trials survive. Failed agents spent 62% of observations on internal state whereas successful agents spent 67% on external signals.",han2026can,Yi Han,Can LLM Agents Be CFOs? Benchmarking Long-Horizon Resource Allocation in an Uncertain Enterprise Environment
2606.30639,2026-06-29,WorldEvolver,include,learned world model,belief state,prediction-observation mismatch,partial (world-model exact match; confidence gating),3;4;6,test-time self-evolving world model with mismatch-derived rules,"Episodic memory of real transitions plus semantic rules written by an LLM critic from factorized prediction/observation mismatches, each rule with evidence score +/-1/|MS|; foresight shown only when mean token logprob exp(l)>tau. World-model EM 52.88% ALFWorld vs 20.06% RAWM; agent success ScienceWorld 52.22% vs 44.44%.",zhang2026selfevolvingx,Xuan Zhang,Self-Evolving World Models for LLM Agent Planning
2607.01767,2026-07-02,WM-SAR,include,learned world model,step/trajectory,spectral error amplification,no,4;5,root-cause repair of failed planning graphs,Planning graph of planner/tool/validator/memory nodes; after a failed rollout estimates coupling operator spectral radius to select the amplifying subgraph for LLM repair instead of the visible symptom. Selects ~8.3 nodes vs 25+ for neighbourhood repair; 50% root-cause identification at 855 tokens vs 2157 for full-graph repair.,song2026repair,Xinyuan Song,"Repair the Amplifier, Not the Symptom: Stable World-Model Correction for Agent Rollouts"
2609.00012,2026-08-02,MD5 state tracking,include,context (free-form trace),n/a,majority vote over arithmetic,no,4;7,stress test of exact state maintenance across deep tool chains,"gpt-oss-120b executes 196 dependent tool calls tracking four 32-bit MD5 registers; 62% success (21/34 completed runs) only with reasoning kept in context and 3-sample voting on arithmetic. Failure modes: register rotation errors, dropped/duplicated calls, reproducible round-skip; stripping reasoning collapses within 12-24 steps.",pai2026longhorizon,Dheeraj Mohandas Pai,Long-Horizon State Tracking in LLMs: Executing MD5 through a Deep Sequence of Dependent Tool Calls
2603.00532,2026-02-28,DenoiseFlow,include,context (free-form trace),step/trajectory,semantic entropy over samples,partial (per-step semantic entropy and propagated risk),4;6,uncertainty-routed compute and root-cause recovery in workflows,"Per-step semantic entropy from 5 clustered samples propagated over a probabilistic dependency graph; confidence routed to direct/branch/refine with adaptive quantile thresholds; on verification failure, influence-based root-cause localization forces re-branching at the culprit node. 83.3% avg over six benchmarks vs JudgeFlow 82.0% with 40-56% fewer LLM calls.",yan2026denoiseflow,Yandong Yan,DenoiseFlow: Uncertainty-Aware Denoising for Reliable LLM Agentic Workflows
2606.12479,2026-06-10,ReCal,"exclude(RL for query-to-model routing; credit assignment over reward components, not agent belief or state)",n/a,n/a,n/a,n/a,n/a,n/a,Hierarchical reward decomposition with component-wise advantages and variance-aware reweighting for LLM routers; seven datasets.,yu2026recal,Qihang Yu,ReCal: Reward Calibration for RL-based LLM Routing
2602.04326,2026-02-04,PCE,include,model-written,belief state,scenario likelihood scoring,partial (assumption-tree path scores),3;6,structured assumptions from reasoning traces as explicit belief tree,"Planner-Composer-Evaluator turns assumptions latent in LLM reasoning into a decision tree (internal nodes = environment assumptions, leaves = actions); paths scored by scenario likelihood, goal gain and cost, reducing communication in partially observable multi-agent tasks. Outperforms communication-centric baselines in success and efficiency on two benchmarks; exact numbers unclear.",seo2026assumptions,SeungWon Seo,From Assumptions to Actions: Turning LLM Reasoning into Uncertainty-Aware Planning for Embodied Agents
2608.21863,2026-08-22,HiDiffTIR,include,context (free-form trace),action/turn,group tool-call success rate,no,5,difficulty-weighted turn-level credit for tool RL,Turn difficulty = minimum group-level success rate of the turn's ground-truth tool calls; trajectory advantage redistributed with weights r/sqrt(s) fused by coefficient alpha. Qwen3-4B on FTRL: 39.48 vs MatchTIR 35.43.,guo2026hidifftir,Yucan Guo,HiDiffTIR: Hierarchical Difficulty-Aware Policy Optimization for Multi-Turn Tool-Integrated Reasoning
2608.13179,2026-08-13,CrEST,include,context (free-form trace),action/turn,verified turn reward with self-teacher magnitude,no,5,verifier-bounded turn and token credit,Group-relative advantages computed within each turn from its own verified reward (fixes direction); a privileged self-teacher conditioned on ground truth modulates only per-token magnitude through an entropy gate. BFCL V3 Qwen3-4B 52.0% vs MT-GRPO 49.25%; WildToolBench Qwen3-8B 9.38% vs 7.03%.,wang2026teach,Zechuan Wang,"Teach the Magnitude, Not the Direction: Verifier-Bounded Credit Assignment for Multi-Turn Multi-step LLM Agents"
2609.02236,2026-09-02,PGPO,include,context (free-form trace),action/turn,potential difference between consecutive states,no,5,potential-based step credit from rollout groups,"Estimates state potentials from rollout-group statistics and sets action advantage to the potential difference between consecutive states so credit propagates across trajectories, giving finer signal inside failed trajectories. Competitive on ALFWorld and WebShop with small overhead; exact numbers unclear.",zheng2026pgpo,Yuyao Zheng,PGPO: Potential-Guided Policy Optimization for Multi-Turn Agentic Tasks
2605.27899,2026-05-27,SkillC,include,context (free-form trace),step/trajectory,skill-vs-no-skill reward gap,no,5,contrastive credit for internalizing external skills,"Paired skill-injected and skill-free rollouts per task; contrastive gap Delta = E[R|skill] - E[R|no skill] drives a dual-stream advantage that downweights skill-dependent successes and upweights skill-free wins, with a curriculum gate shifting sampling. ALFWorld 90.6% vs Skill0 85.9%; WebShop 74.0% vs 70.9% without skills at inference.",lin2026skillc,Hongxiang Lin,SKILLC: Learning Autonomous Skill Internalization in LLM Agents via Contrastive Credit Assignment
2607.15626,2026-07-17,LLM fortunetelling,exclude(qualitative HCI study of human users' beliefs about LLM fortunetelling; not about agent belief or state),n/a,n/a,n/a,n/a,n/a,n/a,Analysis of 1045 social-media posts and 20 interviews on Chinese users' LLM fortunetelling practices; ICWSM 2027.,lin2026understanding,Xueer Lin,"Understanding Fortunetelling with Large Language Models in China: User Practices, Perceptions, and Impacts on Beliefs and Decisions"
2605.26322,2026-05-25,OmniToM explicit belief modeling,include,evaluator-side oracle,n/a,n/a,yes (belief extraction; 7-dimension schema labels),4;7,theory-of-mind benchmark that evaluates explicit belief propositions rather than final answers,"895 ToMBench stories augmented with 22,343 labelled belief propositions; two-stage evaluation (extract beliefs, label recursive order/truth/knowledge access/etc.); finds an actor-specific belief-tracking bottleneck across models.",bawatneh2026omnitom,Adam Bawatneh,OmniToM: Benchmarking Theory of Mind in LLMs via Explicit Belief Modeling
2605.29512,2026-05-28,MINDGAMES live arena,include,n/a,n/a,n/a,partial (TrueSkill over games; turn-level logs),7,live multi-agent arena for belief attribution under hidden information and opponent modelling,"Four games (Colonel Blotto, Iterated Prisoner Dilemma, Codenames, Secret Mafia); 944 agents from 76 teams; 29,571 games released; brittle rule adherence is the main bottleneck; error-survival confound in Secret Mafia.",wang2026mindgames,Kevin Wang,MINDGAMES: A Live Arena for Evaluating Social and Strategic Reasoning in Multi-Agent LLMs
