score,title,date,year,cites,venue,sections,n_queries_hit,topics,url,authors,abstract
8.5,Bridging the Agent-World Gap: Text World Models for LLM-based Agents,2026-06-08,2026,0,arXiv (Cornell University),S4_revision,1,state;world model;long-horizon;tool;evaluation,https://arxiv.org/abs/2606.09032,Yixia Li; Hongru Wang; Peng Lai,"Large language model (LLM)-based agents are increasingly used in interactive textual environments, from web navigation and code editing to tool use and long-horizon dialogue. Yet many remain largely reactive, mapping observations to actions without an explicit model of how these environments are structured and evolve. This motivates text world models (TWMs): transition models over textual states that, given a state and a candidate action, predict the resulting webpage, terminal output, API response, or user reply, thereby supporting planning, efficient learning, and principled evaluation. We systematically review text world models for LLM-based agents, organized around a formal framework and the agent lifecycle: (1) Foundations, defining text world models and characterizing them by state representation and grounding domain; (2) Construction, taxonomizing LLM-as-WM and code-as-WM paradigms and reviewing methods for building them; (3) Application, examining how world models support agents at training time through experience synthesis and at inference time through planning, verification, and adaptation; and (4) Evaluation, covering both evaluation of the world model itself and its use as an evaluation environment for agents. We aim to consolidate this rapidly developing area, clarify its design space, and highlight open challenges for future research."
8.5,Self-Correcting Long-Horizon Search Agents via Tree-Structured Memory,2026-08-11,2026,0,arXiv (Cornell University),S4_revision,1,memory;revis;long-horizon;retriev;benchmark,https://arxiv.org/abs/2608.10676,Aijun Yang; Qianxue Guo; Ziyi Huang,"Large language model (LLM)-based search agents answer questions through multi-step interactions with external environments. However, providing complete execution trajectories to the LLM causes unbounded context growth and introduces noise. Existing compression methods reduce context at the cost of important details and often replace erroneous facts without repairing downstream reasoning derived from them. To address this problem, we propose ReTree, a self-correcting tree-structured memory mechanism for search agents. ReTree constructs a bounded per-step reasoning context while preserving source-linked evidence. It models search as an evidence tree whose nodes store bounded summaries, evidence, and revision histories. When newly retrieved evidence contradicts an earlier claim, ReTree traces back to the node where the claim was introduced, replaces outdated evidence, regenerates summaries, prunes affected branches, and resumes search. Source-grounded evidence provenance supports reliable conflict localization and keeps final claims traceable to retrieved passages. Experiments on four public question-answering and search benchmarks show that ReTree consistently outperforms Full-Trajectory ReAct, improving answer accuracy by up to 25.6 percentage points (pp); the average maximum per-step reasoning context of Full-Trajectory ReAct is $1.27$--$1.51\times$ that of ReTree. These results establish ReTree as an effective self-correcting memory abstraction for long-horizon search."
8.0,Generative emergent communication: large language model is a collective world model,2026-05-03,2026,2,Advanced Robotics,S4_revision,1,world model;reinforcement,https://doi.org/10.1080/01691864.2026.2661958,Tadahiro Taniguchi; Ryo Ueda; Tomoaki Nakamura,"This survey and perspective paper addresses a fundamental puzzle: how Large Language Models (LLMs) acquire extensive world knowledge without direct sensorimotor experience. We introduce the Collective World Model hypothesis, arguing that an LLM does not learn a world model from scratch. Instead, it learns a statistical approximation of a collective world model already implicitly encoded in human language through a society-wide process of embodied, interactive sense-making. To formalize this process, we introduce the generative emergent communication (Generative EmCom) framework, built upon Collective Predictive Coding (CPC). This framework models language emergence as decentralized Bayesian inference, effectively creating an encoder-decoder structure at a societal scale: human society collectively encodes its grounded representations into language, and an LLM decodes these symbols to reconstruct a latent space mirroring the original structure. This perspective offers a principled explanation for how LLMs acquire their capabilities. We formalize the Generative EmCom framework, connecting it to world models and multi-agent reinforcement learning, and apply it to interpret LLMs, explaining phenomena like distributional semantics as a natural consequence of representation reconstruction. This work provides a unified theory that bridges individual cognitive development, collective language evolution, and the foundations of large-scale AI."
8.0,Hidden in Memory: Sleeper Memory Poisoning in LLM Agents,2026-05-14,2026,0,arXiv (Cornell University),S4_revision,1,state;memory;retriev;evaluation,https://arxiv.org/abs/2605.15338,Sidharth Pulipaka; Stanislau Hlebik; Leonidas Raghav,"Large language models are increasingly augmented with persistent memory, allowing assistants to store user-specific information across sessions for personalization and continuity. This statefulness introduces a new security risk: adversarial content can corrupt what an assistant remembers and thereby influence future interactions. We propose and study sleeper memory poisoning, a delayed attack in which an adversary manipulates external context, such as a document, webpage, or repository, to cause the assistant to store a fabricated memory about the user. Unlike conventional prompt injection, the attack can remain dormant and re-emerge across multiple later conversations. We evaluate the full attack pipeline: whether poisoned memories are written, later retrieved, and ultimately used to steer the following conversations. Across stateful LLM assistants, poisoned memories were added up to 99.8% on GPT-5.5 and 95% on Kimi-K2.6. Crucially, among successful retrievals, poisoned memories cause attacker-intended agentic actions in 60-89% of evaluations across models. These results show that persistent memory can act as a long-term attack surface across multiple future conversations."
7.5,"Towards trustworthy agentic AI: a comprehensive survey of safety, robustness, privacy, and system security",2026-04-29,2026,3,Academia AI and Applications,S4_revision,1,memory;long-horizon;tool;benchmark;evaluation,https://doi.org/10.20935/acadai8260,Jinhu Qi; Muzhi Li; Jiahong Liu,"Agentic AI systems—Large Language Models (LLMs) augmented with planning, tool use, memory, and long-horizon interactions—can execute complex tasks autonomously, but their multi-step trajectories introduce new failure modes that challenge trustworthiness. This survey provides a focused examination of trustworthy agentic AI through two core dimensions that are critical for high-risk deployments: Safety and Robustness and Privacy and System Security. For each dimension, we clarify key concepts, identify where risks emerge along the agent workflow, and summarize stage-targeted mitigation strategies. Other trustworthiness aspects (value alignment, transparency, fairness, and accountability) are discussed as relevant context rather than parallel chapters. To support consistent comparison and deployment decisions, we consolidate evaluation into a unified metrics-and-benchmarks hub, emphasizing both outcome and process signals (e.g., constraint violations, trace completeness, and adversarial success rates) and offering scenario-to-metric guidance for release gating. We conclude by outlining open challenges such as self-evolving agents, runtime monitoring and verification, privacy-preserving personalization, and the trust–utility trade-off, and present a case study of real-world security failures in open-source agentic systems (OpenClaw/Moltbook). Our goal is to serve as a practical reference for researchers and practitioners building trustworthy agentic systems in high-stakes environments."
7.5,EvoAgentBench: Benchmarking Agent Self-Evolution via Ability Transfer,2026-07-06,2026,2,arXiv (Cornell University),S7_eval,1,memory;long-horizon;routing;benchmark;evaluation,https://doi.org/10.48550/arxiv.2607.05202,Xingze Gao; Chuanrui Hu; Hongda Chen,"Agent self-evolution in long-horizon LLM systems is largely procedural: useful experience is not merely stored information, but reusable procedures for searching, debugging, and verification. Yet current evaluations do not isolate this form of transfer. Agent benchmarks test single-episode task solving; memory benchmarks target information retention rather than procedural reuse. We introduce EvoAgentBench, a benchmark for agent self-evolution via Ability-guided transfer across four agentic domains: web research, algorithmic reasoning, software engineering, and knowledge work. EvoAgentBench extracts trace-grounded Abilities from agent executions, canonicalizes them into operational units, and builds domain-specific Ability Graphs linking tasks that share procedural overlap. By design, every test task is backed by verified training-side Ability support. Across a 528/267 train/test split, two scaffolds, and three backbones, curated Ability content transfers reliably across model families, but no current automatic method sustains positive gain in all settings. EvoAgentBench shifts self-evolution evaluation from aggregate accuracy comparison to fine-grained diagnosis of experience encoding, routing, and uptake. The benchmark is publicly available at https://huggingface.co/datasets/EverMind-AI/EvoAgentBench."
7.5,Bayesian-Agent: Posterior-Guided Skill Evolution Across LLM Agent Harnesses,2026-06-06,2026,0,arXiv (Cornell University),S4_revision,1,belief;memory;tool,https://arxiv.org/abs/2606.08348,Xiaojun Wu; Cehao Yang; Honghao Liu,"LLM agents increasingly rely on prompts, tools, memory, SOPs, skills, and harness feedback, yet current self-evolution pipelines often update these assets through heuristic reflection or raw success counts. Such updates are brittle when trajectories are sparse, expensive, and context-dependent. We introduce Bayesian-Agent, a native and cross-harness framework that treats reusable agent skills as Bayesian evidence objects. Bayesian-Agent records verified trajectories, maintains posterior beliefs over skill reliability and failure modes, and turns those beliefs into auditable skill actions and model-facing guardrails. This posterior view provides a finite-sample alternative to raw empirical-rate skill updates and frames prompt, context, and harness engineering as inference over the external decision environment. On RealFin-Bench, Bayesian skill evolution matches or improves the raw empirical-rate control and yields large gains on native runs. In the incremental mode, incremental repair improves SOP-Bench from 80\% to 95\%, Lifelong AgentBench from 90\% to 100\%, and RealFin-Bench from 45\% to 65\%. Backend and model-scaling ablations further show that posterior-guided repair can operate across BA native, MiniSWEAgent, and Claude Code, provided the harness produces verifiable task artifacts. The source code is available at https://github.com/DataArcTech/Bayesian-Agent."
7.5,When Stale Constraints Go Unchecked: Budgeted Verification Failures in Inherited Agent Memory,2026-08-26,2026,0,arXiv (Cornell University),S4_revision,1,state;memory;tool,https://arxiv.org/abs/2608.25553,Kazuki Nakayashiki,"Abstract. An agent that inherits a consolidated memory may inherit a constraint that was true when written and has since been withdrawn by a newer authoritative record. Under a scarce verification budget, does the agent recover the withdrawal, and if not, is the resulting stale-consistent decision avoidable without spending more? We model supersession explicitly — historical provenance is immutable; what changes is which record is current — and assign by design the memory's form, the world's state (source current or superseded), and the verification policy at a fixed budget of two records: the agent's own allocation, or the same budget with one slot re-assigned to the critical provenance path or to a random record. With a constraint stated, agents inspected its provenance path in about one episode in five; when that constraint had been superseded, native allocation produced stale-consistent decisions in 77.3%, 74.7% and 74.7% of episodes across a primary run, a fresh-wording replication and a held-out domain. Re-assigning one slot to the critical path raised current-record-consistent decisions by +74.0, +72.7 and +61.3 points, positive in six of six models in each of those runs, and left an already near-ceiling rate unchanged when the record agreed with the memory. The held-out scenario was later found to contain a temporal inconsistency; a robustness replication with one sentence corrected, deposited externally before execution, gave +73.3 points (positive in 5 of six models, the sixth at a native missed-path rate of zero) and is reported alongside the original. The intervention uses knowledge of the critical path and is not a scheduler; it quantifies how much of the stale-consistent decision rate is removed by the bundled same-budget policy that guarantees inspection of the critical provenance path: the effect approaches the native missed-path rate in the primary, replication and corrected held-out runs. Memory systems may need freshness or supersession signals separate from relevance. Version notes (v2). Version 2 clarifies the operational interpretation of the decision outcome and corrects the characterization of the native missed-path rate, previously described as a structural ceiling. No experimental data, effect estimates, figures, or same-budget policy-effect estimates changed. In detail: the outcome Y is stated as an operational endpoint (whether the final action follows the direction positively approved by the current authoritative record) and described as a stale-consistent decision rather than an unconditional error; the quantity 1 - Pr(V=1 | native) is renamed the native missed-path rate and treated as a descriptive reference, with the assumption-free maximum of the effect stated as the native stale-consistent rate; the estimand is described as the effect of the bundled same-budget forced-critical policy; an outcome-construct limitation and a forensic appendix (per-run V x Y tables and the forced-critical residual, every count generated from the stored episode files) are added; several statements of the Results, Discussion and Limitations are aligned with the appendices and the recorded execution structure (the design-limited random-record control no longer appears in the conclusions; the source-agreement comparison is described as near ceiling; the attribution of the original held-out gap is labelled post hoc; the intervention is described throughout as a bundled, experimentally assigned same-budget policy, with the batched execution order and un-pinned provider aliases disclosed as an interpretive assumption). The scientific content otherwise remains the author's frozen canonical version 1.1 (2026-08-26). Every number in the paper is generated from the raw episode files by the included generator and verified by the included audit scripts. Version 1 remains available unchanged under this record's concept DOI. Data and code availability. All 5,400 confirmatory episode files (exact prompts, raw responses, parsed objects, deterministic scores) and the 48 labelled pilot episodes, the frozen specification packages with SHA256 manifests and OpenTimestamps proofs (Bitcoin blocks 964062 and 964064), the registration records, the frozen analysis scripts with their committed outputs, independent recomputation scripts with outputs, the runners, and the generator and audit scripts are in paper2-data-and-code-v2.zip (README inside). Re-running every analysis and rebuilding the paper requires only Python 3.12 and a TeX distribution; re-running the experiments requires provider API keys, which are not included. Evidence / prospective-specification statement. For the primary run, the fresh-wording replication and the original held-out run, the complete specification was frozen, hashed, committed and cryptographically timestamped (OpenTimestamps, 2026-08-25 23:05:06 UTC) before the first confirmatory model call (23:06:42 UTC); the package was deposited to OSF after the runs (project axsnm, files 75kaw and 8wes5) and verified against the pre-run manifest hash-for-hash. This deposit is an archival record, not a preregistration. For the corrected held-out robustness replication, the complete specification was deposited to OSF (file hdm75) and verified byte-for-byte before execution; its success criteria were fixed in advance and could have failed. Zero amendments were made to any package. Two self-found defects are disclosed with their size in the paper (a temporal inconsistency in the original held-out scenario; a design limitation of the forced-noncritical control). AI assistance. See the statement in the paper's back matter: the author used Anthropic's Claude (principally through Claude Code) for design critique, planning, implementation and execution of the runners, analysis and audit tooling, drafting, editing, simulated adversarial review and release engineering, and OpenAI's ChatGPT for design critique, interpretation discussion, manuscript critique, simulated adversarial review, and publication and release planning. The author is responsible for the research question, the decision to run each experiment, interpretation, claims, publication decisions and correctness. No model is an author; the six models studied are experimental subjects. Suggested citation. Nakayashiki, K. (2026). When Stale Constraints Go Unchecked: Budgeted Verification Failures in Inherited Agent Memory (v2). Zenodo. https://doi.org/10.5281/zenodo.22117197 Relation to prior work. This paper tests the case that the author's earlier paper, Verification Allocation in Inherited Agent Memory: Provenance Availability Is Not Provenance Use (doi:10.5281/zenodo.22084498), explicitly left untested; it reuses that paper's instrument with a different design-assigned variable, different data and a different outcome."
7.5,When Memory Updates but Behavior Does Not: Repairing Implicit Stale Dependencies in Personalized Agent Responses,2026-08-03,2026,0,arXiv (Cornell University),S4_revision,1,state;memory;benchmark,https://arxiv.org/abs/2608.01619,Haofei Sun; Lin He,"Memory-augmented agents can know that a user's stored state is outdated and still plan around the old value. The STALE benchmark calls this the implicit policy adaptation (IPA) gap. We identify one structural contributor: draft-anchored verification checks what a response says, and in an open-ended response the stale dependency is usually unsaid. StateAuditor therefore audits in the opposite direction, from stored state to draft. An LLM proposes candidate old-to-new transitions from timestamped evidence; deterministic code pins each quotation to a single entry, checks that the new evidence really is newer, and lets only these verified transitions trigger repair. What is verified is provenance and chronology - not semantic supersession. On STALE's full protocol (400 scenarios, 50-session histories, one independent response per query), strict single-query VTA scores .736 against .686 for our locked predecessor under the same judge: a +5.0-point paired gain (95% CI [+2.9, +7.2]) coming almost entirely from IPA and premise resistance (PR). The benchmark's own judge, from a third model family, reproduces the gain (.738 vs. .680). On an independent cross-family preference-evolution benchmark (HorizonBench), the full draft-audit-repair pipeline over a gold-derived structured store raises current-preference accuracy (user-clustered p<.01), though a matched control shows most of this external gain is the draft-side audit itself; a harder authored lifecycle set gives no gain, bounding the claim while false invalidation stays controlled. On STALE, by contrast, a matched control (same evidence, adapter, and call budget) scores only .692 (+0.6 over the predecessor, n.s.), attributing the STALE gain to the transition machinery rather than added context or calls. We make no claim about general-purpose agent memory."
7.5,NeuroState-Bench: A Human-Calibrated Benchmark for Commitment Integrity in LLM Agent Profiles,2026-05-03,2026,0,arXiv (Cornell University),S4_revision,1,state;calibrat;multi-turn;benchmark;evaluation,https://arxiv.org/abs/2605.01847,Jia Xiao,"Outcome-only evaluation under-specifies whether an evaluated agent profile preserves the commitments required to solve a multi-turn task coherently. NeuroState-Bench is a human-calibrated benchmark that operationalizes commitment integrity through benchmark-defined side-query probes rather than inferred hidden activations. The released inventory contains 144 deterministic tasks and 306 benchmark-defined side-query probes spanning eight cognitively motivated failure families, paired clean and distractor variants, and three difficulty bands. The main 32-profile evaluation contains a fixed 16-profile local subset and a matched 16-profile hosted large-model subset evaluated through the same benchmark pipeline. Human calibration uses the final merged reporting scope: 104 sampled task units, 216 raw annotations, and 108 adjudicated task rows, with weighted kappa = 0.977 and ICC(2,1) = 0.977. Empirically, task success and commitment integrity diverge across this expanded grid: the success leader is not the integrity leader, 31 of 32 profiles change rank when integrity replaces task success, and integrity rankings are more stable under distractor perturbation. The primary confidence-free score HCCIS-CORE reaches 0.8469 AUC and 0.6992 PR-AUC for post-probe diagnostic discrimination of terminal task failure; the legacy full heuristic variant HCCIS-FULL reaches 0.7997 AUC and 0.6410 PR-AUC. Probe accuracy and state drift achieve slightly higher ROC-AUC, 0.8587, and better Brier/ECE, while HCCIS-CORE has substantially higher point-estimate PR-AUC and remains more closely tied to the benchmark's intended construct. The exploratory neural-augmented variant HCCIS+N is weaker overall, and a randomized subspace control approaches chance. NeuroState-Bench therefore contributes a calibrated evaluation axis for exposing commitment failures over a broader model grid than the original local-only subset."
7.0,A Taxonomy of Epistemic Failure Modes in Large Language Models,2026-03-15,2026,35,Zenodo (CERN European Organization for Nuclear Research),S4_revision,1,uncertain;calibrat;tool;evaluation,https://doi.org/10.5281/zenodo.19042469,Rolando Bosch Rodriguez,"Overview Epistemic failure modes in large language models are a class of silent AI failure modes: systematic distortions in how models represent evidence, uncertainty, causality, constraints, source credibility, accountability, and the relationship between controversy and truth. A Taxonomy of Epistemic Failure Modes in Large Language Models maps this class of failures across seven structural modes derived from 1,461 controlled experiments in the Hermes Labs research corpus. Many of these epistemic failure modes are often discussed under broader labels such as hallucination, calibration failure, sycophancy, or instruction-following error. This taxonomy separates a more specific class of failures: cases where a model may remain factually plausible while distorting the epistemic layer around the facts, including confidence, evidential standards, source evaluation, accountability, constraint satisfaction, and the relationship between disagreement and truth. Failure Modes The taxonomy identifies seven structural failure modes: Null-Result Asymmetry: stricter evidential standards for claims of absence than for matched claims of presence. Source-Status Credibility Bias: different evidentiary scrutiny based on the prestige of the attributed source. Agency Dissolution: softened causal language that redistributes responsibility from individual agents to systems, processes, or circumstances. Performative Hedging: uncertainty language used as a rhetorical or stylistic feature rather than as a calibrated signal of genuine uncertainty. Constraint Evasion: preservation of a prohibited concept through paraphrase or reframing while maintaining surface-level compliance. Silent Instruction Relaxation: silent deprioritization of one instruction when two instructions cannot both be satisfied. Controversy-Truth Conflation: treatment of social disagreement as evidence that a claim is epistemically uncertain, even when the underlying evidence remains strong. Shared Mechanism Across the seven modes, a common pattern emerges: LLMs often track surface-level signals such as prestige markers, hedging vocabulary, controversy language, banned word lists, and institutional framing rather than the semantic or evidential content those signals are supposed to represent. The result is a class of failures that may not appear as factual errors, system crashes, or obvious hallucinations, but can still materially distort how users interpret evidence, uncertainty, causality, accountability, and truth. Applied Relevance The taxonomy is intended as a working tool for researchers, builders, auditors, and teams using LLMs in evidence synthesis, decision support, policy analysis, scientific review, governance, incident reporting, compliance workflows, or high-stakes communication. This work contributes to AI evaluation, LLM reliability, epistemic failure analysis, model behavior auditing, evidence synthesis, AI assurance, and the study of silent AI failure modes in deployed systems."
7.0,A Comprehensive Survey of LLMs for Sustainable and Renewable Energy Systems,2026-03-09,2026,8,Information,S4_revision;S5_learning;S6_evidence;S7_eval,5,retriev;tool,https://doi.org/10.3390/info17030271,Abderaouf Bahi; Aymen Dia Eddine Berini; Mohamed Amine Ferrag,"Large Language Models (LLMs) are emerging as a new class of intelligent systems capable of reasoning over heterogeneous knowledge and interacting with human operators, yet their role in renewable energy systems remains insufficiently synthesized. This review provides a dedicated, systematic examination of LLMs as knowledge-centric, human-oriented decision-support tools for renewable energy infrastructure. In contrast to existing surveys that primarily emphasize numerical optimization, forecasting, or conventional machine learning methods, this work focuses on how LLMs enable textual reasoning, regulatory interpretation, operational intelligence, and interactive support across energy system lifecycles. We present a structured overview of recent literature, categorizing LLM applications by their functional roles in analysis, control, operation, and policy support. Furthermore, we analyze the contributions of LLMs to key decision-support tasks, including information retrieval, incident analysis, operational coordination, and strategic planning in smart grids and microgrids. The review also critically examines current limitations and risks associated with deploying LLMs in energy systems, including hallucination, reliability, domain adaptation, explainability, and real-time operational constraints. Finally, we identify emerging research directions, including energy-efficient LLM deployment, sustainability-aware AI design, and the alignment of LLM-based solutions with the goals of resilient, low-carbon, and environmentally sustainable energy systems."
7.0,Integrating Large Language Models with Reinforcement Learning: A Survey of LLM-RL Synergistic Recommendation,2026-02-20,2026,1,,S5_learning,1,state;reinforcement;reward;evaluation,https://doi.org/10.36227/techrxiv.177155631.17855475/v1,Ming Gao; Chongming Gao; Jiakai Tang,"The interactive and dynamic nature of recommendation systems makes reinforcement learning (RL) a dominant modeling paradigm. Unlike static models, RL offers superior modeling fidelity by capturing sequential user interactions and directly optimizing long-term objectives and discrete metrics. However, RLbased recommendation systems face challenges regarding limited state representation, difficulty in action modeling, non-trivial reward design, sparse and delayed feedback, and unreliable user simulation. The emergence of large language models (LLMs) offers a solution to these bottlenecks. With their extensive world knowledge, robust reasoning capabilities, and superior semantic understanding, LLMs not only equip RL agents with enhanced state understanding and decision-making intelligence but also serve as high-fidelity environment simulators for interactive training. This integration fosters a new paradigm of LLM-RL synergistic recommendation, leading to systems that are more adaptive, robust, trustworthy, and interpretable. To this end, this paper presents a comprehensive survey of this emerging field. We propose a taxonomy based on the functional roles of LLMs within the RL pipeline, systematically categorizing existing methodologies into five distinct paradigms: LLM as policy, reasoner, representer, explainer, and simulator. Furthermore, we summarize relevant evaluation protocols, delve into key opportunities, and analyze critical challenges to provide guidelines for future research directions."
7.0,"From Language Models to Agentic AI: A Survey of Autonomous, Action-Enabled, and Collaborative LLM Agents",2026-08-24,2026,1,Cognitive Computation,S7_eval,2,long-horizon;tool;benchmark;evaluation,https://doi.org/10.1007/s12559-026-10619-1,Sparsh Bajoria -; Sumit Ranjan; Adhitya M,"Large Language Model (LLM)–based agents are rapidly evolving from passive assistants into autonomous, tool-using, and collaborative systems capable of executing complex, long-horizon tasks across web, software, and physical environments. However, the current literature remains fragmented, with inconsistent terminology, ad hoc architectures, and limited evaluation standards, making it difficult to compare systems or deploy them reliably in real-world settings. This paper presents a unified, taxonomy-driven, and deployment-oriented survey of agentic AI systems, synthesizing recent advances through a modular reference architecture and a four-dimensional taxonomy that characterizes agents along the axes of autonomy, tool use, collaboration, and safety–governance. We systematically analyze representative single-agent, tool-augmented, and multi-agent frameworks within this taxonomy, highlighting design trade-offs, capability scaling patterns, and recurring failure modes. Beyond architectural analysis, we review emerging evaluation methodologies that move beyond static benchmarks to assess agent behavior, robustness, grounding, and operational cost in interactive environments. Importantly, the survey emphasizes practical considerations for enterprise and safety-critical deployment, including access control, human-in-the-loop oversight, and policy enforcement. By unifying conceptual foundations with empirical trends and deployment constraints, this work provides a structured roadmap for researchers and practitioners to design, evaluate, and govern next-generation LLM-based agentic systems."
7.0,State-Aware Runtime for Long-Horizon LLM Agents: A Conceptual Framework and Research Agenda,2026-07-11,2026,0,,S4_revision,1,state;memory;long-horizon;tool,https://doi.org/10.33774/coe-2026-vt9t2-v2,Xiwei Chen,"Long-horizon LLM agents are increasingly expected to operate across extended interactions, evolving tasks, tool calls, memory updates, and multi-step plans. However, many failures in such systems are not adequately explained by single-turn reasoning errors or insufficient model capability. Instead, they arise from unstable state maintenance, uncontrolled memory injection, protocol drift, tool-mediated side effects, and missing recovery mechanisms. This paper defines State-Aware Runtime as the transaction-governance layer that separates model generation from canonical state, memory operations, validation, commit/rollback, and audit traces during execution. Its lifecycle includes boot-time initialization, session resume, baseline recovery, bounded state-view construction, proposal validation, commit, rollback or compensation, and audit. Stronger models may reduce the frequency of invalid proposals, but they do not remove the need for durable state, audit trails, permission boundaries, and side-effect governance when agent actions persist beyond a single model context. We provide a structured conceptual review of work on agent memory, tool use, long-context modeling, self-reflection, generative agents, workflow orchestration, and monitoring, and reorganize these strands around the problem of long-horizon runtime reliability. The central claim is that future agent reliability will depend less on prompt accumulation and more on explicit runtime systems that manage what the model is allowed to know, change, commit, forget, and recover. We conclude with a taxonomy of long-horizon failures and a research agenda for auditable, recoverable, and state-aware agent infrastructure."
7.0,TOKI: A Bitemporal Operator Algebra for Contradiction Resolution in LLM-Agent Persistent Memory,2026-06-04,2026,0,arXiv (Cornell University),S4_revision,1,belief;memory,https://arxiv.org/abs/2606.06240,Ziming Wang,"Persistent memory for an LLM agent is a write-heavy substrate: every belief update is a versioned write, and a new claim may contradict a stored one. Production systems use four resolution heuristics (last-writer-wins, evidence-weighted merge, await-confirmation, per-rule policy), yet none declares the isolation level it assumes or the write-time anomalies it admits. We show that contradiction resolution is write-time concurrency control and make the missing contract explicit. TOKI types the four heuristics as one family of bitemporal operators over a dual-row schema, each with an isolation precondition and a provenance annotation that preserves the losing fact in an audit row. Four soundness theorems close the contract across isolation, schema, and provenance, lift the guarantees to operator pipelines, and extend the fold operators to n-ary conflict sets. A tightness companion proves that, within the relational schedule model, keyed logging of the adjudicating judge is necessary for replay consistency, which every audited baseline omits. A verdict matrix over eight systems localizes the gap: every baseline that keeps a language-model judge on the write path admits at least one of three write-time anomalies (replay inconsistency, belief-drift skew, audit erasure); a content-addressed engine-layer comparator avoids them only by removing the judge, and TOKI alone excludes all three while keeping it. On its one natural-workload slice the audit-row defence moves LoCoMo by 0.86, and ablating the typed memory layer removes 0.49 accuracy on 1,444 answerable LoCoMo questions; the cross-system comparison stays underpowered and claims no superiority. The contribution is the contract: a write-time correctness specification, proved sound across isolation, schema, and provenance, pinning the guarantee every production heuristic assumes but no deployed system makes explicit."
6.5,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,2026-02-14,2026,6,ACM Transactions on Intelligent Systems and Technology,S3_representation,1,state;memory;multi-turn;tool;evaluation,https://doi.org/10.1145/3793671,Shengyue Guan; Jindong Wang; 将尚 渡辺,"This survey examines evaluation methods for large language model (LLM)-based agents in multi-turn conversational settings. Using a PRISMA-inspired framework, we systematically reviewed nearly 250 scholarly sources, capturing the state-of-the-art from various venues of publication, and establishing a solid foundation for our analysis. Our study offers a structured approach by developing two interrelated taxonomy systems: one that defines what to evaluate and another that explains how to evaluate . The first taxonomy identifies key components of LLM-based agents for multi-turn conversations and their evaluation dimensions, including task completion, response quality, user experience, memory and context retention, as well as planning and tool integration. These components ensure that the performance of conversational agents is assessed in a holistic and meaningful manner. The second taxonomy system focuses on the evaluation methodologies. It categorizes approaches into annotation-based evaluations, automated metrics, hybrid strategies that combine human assessments with quantitative measures, and self-judging methods utilizing LLMs. This framework not only captures traditional metrics derived from language understanding, such as BLEU and ROUGE scores, but also incorporates advanced techniques that reflect the dynamic, interactive nature of multi-turn dialogues. Together, these frameworks summarize the current status quo, expose limitations in traditional practices, and provide a structured blueprint for improvement. Based on the summarization of existing studies, we identify several challenges and propose future directions, including the development of scalable, real-time evaluation pipelines, enhanced privacy-preserving mechanisms, and robust metrics that capture dynamic multi-turn interactions. Our contributions bridge historical insights with modern practices, paving the way for next-generation, reliably evaluated conversational AI systems and offering a comprehensive guide for researchers and practitioners."
6.5,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,2026-01-01,2026,3,IEEE Access,S7_eval,1,memory;tool;benchmark;evaluation;financ,https://doi.org/10.1109/access.2026.3704541,Faouzi El Yagoubi; Godwin Badu-Marfo; Ranwa Al Mallah,"Multi-agent Large Language Model (LLM) systems create privacy risks that current output-only benchmarks cannot measure. When agents coordinate on tasks, sensitive data may pass through inter-agent messages, shared memory, and tool arguments, all pathways that final-output audits typically do not inspect. We introduce AgentLeak, a benchmark for evaluating internal-channel privacy leakage in multi-agent LLM systems. AgentLeak instruments seven privacy-relevant communication pathways and provides a large-scale empirical evaluation focused on final outputs, inter-agent messages, and shared memory. Across 1,000 scenarios spanning healthcare, finance, legal, and corporate domains, five production LLMs (GPT-4o, GPT-4o-mini, Claude 3.5 Sonnet, Mistral Large, and Llama 3.3 70B), and 4,979 validated execution traces, we find that multi-agent configurations reduce final-output leakage (C1: 27.2% vs 43.2% in single-agent mode) compared with single-agent baselines but introduce internal channels that raise total system exposure to 68.9% (aggregated across C1, C2, C5). Inter-agent messages (C2) leak at 68.8%, compared with 27.2% for final outputs (C1), meaning that output-only audits miss 41.7% of violations. Across all five models and four domains, the pattern C2 $\geq$ C1 holds consistently. These results suggest, within the evaluated coordinator-worker setting, that privacy risk in multi-agent systems is strongly shaped by architectural coordination channels rather than final-output behavior alone: it arises from internal channels that remain invisible to standard output-level defenses."
